Company Na,Address,City,State,ZIP Code,Record Typ,Longitude,Latitude,Primary NA,Primary__1,Snap
E T C Juicery,1 Lathrop Pl # 1,Boston,MA,2113,,-71.053981,42.36392,,Fruit & Vegetable Markets,null
Wollaston's Market,369 Huntington Ave,Boston,MA,2115,,-71.090304,42.340359,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Columbia Road Market II,387 Columbia Rd,Dorchester,MA,2125,,-71.070132,42.311042,,Convenience Stores,null
Fairmont Food Mart,674 Truman Hwy,Hyde Park,MA,2136,,-71.118217,42.252215,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Huntington Seafood,764 Huntington Ave,Boston,MA,2115,,-71.105974,42.333328,,Fish & Seafood Markets,null
Wollaston's West Village,460 Parker St,Boston,MA,2115,,-71.092653,42.338235,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Goose Valley Natural Foods LLC,399 Boylston St # 3-300,Boston,MA,2116,,-71.072255,42.351772,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Wings Enterprises Inc,48 Beach St,Boston,MA,2111,,-71.060794,42.35155,,Meat Markets,null
Andrea Mini Market,2 Fairmount Ave,Hyde Park,MA,2136,,-71.12089,42.255844,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Wrightcaribbean Market,202 Washington St,Dorchester,MA,2121,,-71.078017,42.302776,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
M B Convenience,1690 Commonwealth Ave,Brighton,MA,2135,,-71.146397,42.341359,,Convenience Stores,null
Chamas Market,198 Humboldt Ave,Dorchester,MA,2121,,-71.089547,42.312992,,Convenience Stores,null
Triple Seven Convenience,269 Main St,Charlestown,MA,2129,,-71.066603,42.377209,,Convenience Stores,null
777 Convenience Store,269 Main St,Charlestown,MA,2129,,-71.066603,42.377209,,Convenience Stores,null
777 Convenience Store,215 Trenton St,Boston,MA,2128,,-71.031079,42.380846,,Convenience Stores,null
Bunker Hill Market,190 Bunker Hill St,Charlestown,MA,2129,,-71.061767,42.37864,,Convenience Stores,null
Planet Gracie-Ma,164 Blue Hill Ave,Roxbury,MA,2119,,-71.077549,42.318997,,Convenience Stores,null
Jen's Place,10 Park Plz,Boston,MA,2116,,-71.069461,42.351028,,Convenience Stores,null
Boston Cheese Cellar LLC,18 Birch St,Roslindale,MA,2131,,-71.130232,42.286622,,All Other Specialty Food Stores,null
Boston Seafood,8 Fid Kennedy Ave,Boston,MA,2210,,-71.044476,42.349242,,Fish & Seafood Markets,null
Market Johns,75 Linden St,Allston,MA,2134,,-71.130302,42.352515,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Real Food,14 Medfield St # 3,Boston,MA,2215,,-71.105266,42.345346,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Milanos Delicatessen,978 Saratoga St,East Boston,MA,2128,,-71.007396,42.387029,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
75 State St Lobby Shop,75 State St,Boston,MA,2109,,-71.055089,42.358449,,Convenience Stores,null
Cashion's Quick Stop,60 Temple Pl # 4,Boston,MA,2111,,-71.061427,42.354968,,Convenience Stores,null
Ispanoamericana Market,153 Meridian St,East Boston,MA,2128,,-71.039006,42.373929,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Boylston Fruit Market,34 Egleston St,Jamaica Plain,MA,2130,,-71.100927,42.314,,Fruit & Vegetable Markets,null
Food Land,199 Adams St,Boston,MA,2122,,-71.06015,42.302039,,Convenience Stores,null
Baldwin Market,237 Bowdoin St,Dorchester,MA,2122,,-71.067226,42.305987,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sio Kam Lung Inc,65 Harrison Ave,Boston,MA,2111,,-71.061313,42.351316,,All Other Specialty Food Stores,null
Sea Foods Logan B C Bar Legal,12 Harborside Dr,East Boston,MA,2128,,-71.032514,42.377292,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
L Win Family Co @ Suffolk Univ,74 Suffolk Street,Boston,MA,2108,,-71.062564,42.357979,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Edianis Market,331 Centre St,Jamaica Plain,MA,2130,,-71.104997,42.322868,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
El Paissa Butchershop,1010 Bennington St,Boston,MA,2128,,-71.006619,42.386951,,Meat Markets,null
Johnny's Market II,51 Trenton St,East Boston,MA,2128,,-71.037662,42.378353,,Convenience Stores,null
Blanco Market II Inc,67 Woodrow Ave,Dorchester Ctr,MA,2124,,-71.080968,42.287995,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Rossi Market,430 Geneva Ave,Dorchester,MA,2122,,-71.06637,42.300594,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Boston Variety,59 Causeway St,Boston,MA,2114,,-71.062893,42.3644,,Convenience Stores,null
Linden's Superette,101 Brighton Ave,Allston,MA,2134,,-71.130607,42.35308,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Food Pak Express,155 Southampton St,Roxbury,MA,2118,,-71.06739,42.331174,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Maria Market,1760 Dorchester Ave,Dorchester Ctr,MA,2124,,-71.062966,42.289883,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Piensa African Market,373 Blue Hill Ave,Dorchester,MA,2121,,-71.080934,42.311727,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
One Twenty Five,960r Massachusetts Ave,Boston,MA,2118,,-71.070838,42.340851,,Fruit & Vegetable Markets,null
American International Food,577 Cummins Hwy,Hyde Park,MA,2136,,-71.108168,42.273118,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Li'l Peach,783 Centre St,Jamaica Plain,MA,2130,,-71.11577,42.309686,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Li'l Peach,1151 Washington St,Dorchester Ctr,MA,2124,,-71.069079,42.272351,,Convenience Stores,null
Dimenstional Food Corp,8 Faneuil Hall Sq,Boston,MA,2109,,-71.055237,42.359135,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Vinni's Mini Market,3 Gladstone St,Boston,MA,2128,,-70.999524,42.389113,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
KABA African Market,29 Roxbury St,Roxbury,MA,2119,,-71.085056,42.329618,,Convenience Stores,null
Navarrete Foods Inc,50 Terminal St,Charlestown,MA,2129,,-71.060047,42.382711,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Boston Bottle,372 Commercial St,Boston,MA,2109,,-71.053869,42.360568,,Convenience Stores,null
Sonia Corp,140 North Beacon St,Brighton,MA,2135,,-71.146018,42.354734,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
MARS Farmers Market,926 Cummins Hwy,Mattapan,MA,2126,,-71.094892,42.268094,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
White Hen,342 Hanover St,Boston,MA,2113,,-71.053561,42.364947,,Convenience Stores,null
Your Convenient,62-74 Essex Street,Boston,MA,2111,,-71.061176,42.35179,,Convenience Stores,null
Your Convenient,62 Essex St # 74,Boston,MA,2111,,-71.061176,42.35179,,Convenience Stores,null
United National Market,134 Bunker Hill St,Charlestown,MA,2129,,-71.059818,42.377987,,Convenience Stores,null
J Pace & Sons Inc,42 Cross St,Boston,MA,2113,,-71.056787,42.363157,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Rosis Market,226 Sumner St,Boston,MA,2128,,-71.03902,42.368599,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Claudios Market,425 Bowdoin St,Dorchester,MA,2122,,-71.062281,42.310453,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Lord Jeff's Beef Place,129 Newmarket Sq,Boston,MA,2118,,-71.066883,42.33052,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Salem Convenience,96 Salem St,Boston,MA,2113,,-71.055696,42.363949,,Convenience Stores,null
Cappy's Convenience Store Inc,949 Dorchester Ave,Dorchester,MA,2125,,-71.056916,42.318625,,Convenience Stores,null
Ahold USA,2 International Pl,Boston,MA,2110,,-71.054279,42.356372,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
J & J Convenience Store,11 Meridian St,Boston,MA,2128,,-71.038751,42.370551,,Convenience Stores,null
Budget Mart,229 Florence St,Roslindale,MA,2131,,-71.120202,42.285567,,Convenience Stores,null
Bull Market Press Corp,9 W Broadway # 415,Boston,MA,2127,,-71.057941,42.34238,,Convenience Stores,null
C Mart 2 Supermarket,109 Lincoln St,Boston,MA,2111,,-71.058504,42.351628,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Adam Market,116 Blackstone St,Boston,MA,2109,,-71.055237,42.359135,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Diaz Market,446 Hyde Park Ave,Roslindale,MA,2131,,-71.118645,42.285191,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
J P Lillis Enterprises,3892 Washington St,Roslindale,MA,2131,,-71.118285,42.295262,,All Other Specialty Food Stores,null
Super 88,1 Bryson Ave,Allston,MA,2134,,-71.13624,42.348929,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sulgrave Inc,60 State St,Boston,MA,2109,,-71.056434,42.359266,,Convenience Stores,null
Fresh Eggs Inc,58 Clarendon St,Boston,MA,2116,,-71.073332,42.346442,,All Other Specialty Food Stores,null
Ocean Fresh Inc,2001 Beacon St # 107,Brighton,MA,2135,,-71.150068,42.335848,,Fish & Seafood Markets,null
S K Convenience Stores,100 Huntington Ave,Boston,MA,2116,,-71.077828,42.347042,,Convenience Stores,null
LA Borinquina,534 Dudley St,Roxbury,MA,2119,,-71.072252,42.32203,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brimo Mini Market,186 Heath St,Jamaica Plain,MA,2130,,-71.10518,42.326045,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Family Supermarket,205 Humboldt Ave,Dorchester,MA,2121,,-71.089932,42.312901,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
El Regreso Market,322 Blue Hill Ave,Dorchester,MA,2121,,-71.07939,42.313276,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Bella's Market,73 Maverick Sq,Boston,MA,2128,,-71.038558,42.369842,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Camilo Market Inc,280 Centre St,Jamaica Plain,MA,2130,,-71.101602,42.322646,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
African American Seafood Corp,78 Moreland St,Roxbury,MA,2119,,-71.07841,42.323831,,Fish & Seafood Markets,null
Centre Street Farmers Markets,35 Parley Ave,Jamaica Plain,MA,2130,,-71.111628,42.314335,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
First Tennessee Capital Mrkts,99 Summer St,Boston,MA,2110,,-71.05893,42.353558,,Convenience Stores,null
Angel's Market,503 Washington St,Dorchester Ctr,MA,2124,,-71.071994,42.294082,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Fortune Market Inc,40 Harrison Ave,Boston,MA,2111,,-71.060968,42.351664,,All Other Specialty Food Stores,null
O'Sullivan Patrick,338 Washington St,Brighton,MA,2135,,-71.15253,42.34891,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Gateway Newsstand,401 Park Dr # 203,Boston,MA,2215,,-71.103148,42.343754,,Convenience Stores,null
Island Store,735 E 6th St,Boston,MA,2127,,-71.031339,42.333021,,Convenience Stores,null
Portillo Food Market,44 Brooks St,East Boston,MA,2128,,-71.032676,42.376055,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
ABC Foods,18 Newmarket Sq,Boston,MA,2118,,-71.064803,42.32975,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Thirst Juice Co,44 School St,Boston,MA,2108,,-71.059748,42.357735,,Fruit & Vegetable Markets,null
Fields Corner Supermarket,55 Brook Ave # 1,Roxbury,MA,2119,,-71.074217,42.320892,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Albina's Ent,15 Desmond Rd,Mattapan,MA,2126,,-71.079699,42.270785,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Anthony Market,407 Meridian St,Boston,MA,2128,,-71.038999,42.380376,,Convenience Stores,null
Mario Market,51 Cottage St,Boston,MA,2128,,-71.035677,42.367108,,Convenience Stores,null
Elcoli Market,230 Columbia Rd,Dorchester,MA,2121,,-71.076287,42.307585,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Billy's Market,31 Phillips St,Boston,MA,2114,,-71.065706,42.361233,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Five Seventy Market,570 Tremont St,Boston,MA,2118,,-71.072323,42.343534,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Estrella Grocery,342 Blue Hill Ave,Dorchester,MA,2121,,-71.08003,42.312695,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Charlestown Gourmet,5 Auburn St # 1,Charlestown,MA,2129,,-71.069525,42.380561,,All Other Specialty Food Stores,null
El Orgullo Mini Market,1325 Dorchester Ave,Dorchester,MA,2122,,-71.0595,42.305313,,Convenience Stores,null
P & A Convenience Market Inc,469 Columbus Ave,Boston,MA,2116,,-71.078526,42.343304,,Convenience Stores,null
Atlantic To Hudson Inc,18 Hudson St,Boston,MA,2111,,-71.059956,42.350508,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
A & C Food Market,67 Woodrow Ave,Dorchester Ctr,MA,2124,,-71.080968,42.287995,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Happy Family Food Market,11 Hudson St # A,Boston,MA,2111,,-71.060232,42.350857,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Alberto Market,1112 Blue Hill Ave,Dorchester Ctr,MA,2124,,-71.090385,42.286285,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Punjab Foods Inc,3706 Washington St,Jamaica Plain,MA,2130,,-71.112971,42.30036,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Hua Shing Inc,123 Newmarket Sq,Boston,MA,2118,,-71.066883,42.33052,,Fruit & Vegetable Markets,null
Elsol Food Market,353 Chelsea St,East Boston,MA,2128,,-71.028734,42.378276,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cheng Kwong Seafood Market,73 Essex St # 79,Boston,MA,2111,,-71.060445,42.352333,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
"Duey, Chong",10 Oxford Pl,Boston,MA,2111,,-71.060771,42.351713,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Luzelena Market,305 Dudley St,Roxbury,MA,2119,,-71.077544,42.327742,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Almany,1053 Tremont St,Roxbury,MA,2120,,-71.085985,42.336505,,Convenience Stores,null
T & D Market,4545 Washington St,Roslindale,MA,2131,,-71.137185,42.278206,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Four Brothers Market,3997 Washington St,Roslindale,MA,2131,,-71.121447,42.292804,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Save A Dog Inc,333 Martin Luther King Blvd,Roxbury,MA,2119,,-71.084615,42.325438,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Urena Market,481 Geneva Ave,Dorchester,MA,2122,,-71.064786,42.299334,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Ruiz Market Boston,14 Breed St,Boston,MA,2128,,-71.00681,42.387188,,Convenience Stores,null
Meat & Fish Market,88 Blackstone St,Boston,MA,2109,,-71.056393,42.361435,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Meat & Fish Market,118 Blackstone St # B,Boston,MA,2109,,-71.055237,42.359135,,Meat Markets,null
Skipjack's Seafood E,Clarendon & Saint James,Boston,MA,2116,,-71.074581,42.350812,,Fish & Seafood Markets,null
Field Market,1178 Blue Hill Ave,Mattapan,MA,2126,,-71.09121,42.284027,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Lacarivena Market,181 Washington St,Dorchester,MA,2121,,-71.078647,42.30344,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star 50 Convenience,303 Geneva Ave,Dorchester,MA,2121,,-71.071984,42.303561,,Convenience Stores,null
Georgebell's Market,246 Dorchester St,South Boston,MA,2127,,-71.051343,42.332544,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Allston Convenience Store,165 Allston St,Allston,MA,2134,,-71.138157,42.347782,,Convenience Stores,null
Lee's Store Inc,982 Dorchester Ave,Dorchester,MA,2125,,-71.056652,42.317204,,Convenience Stores,null
N E Seafood Connection Inc,19 Howard St # 25,Roxbury,MA,2119,,-71.074046,42.327633,,Fish & Seafood Markets,null
Los Paisanos Market LLC,11 Meridian St,Boston,MA,2128,,-71.038751,42.370551,,Convenience Stores,null
Sid Wainer & Son,15 May St,Jamaica Plain,MA,2130,,-71.122739,42.309675,,Fruit & Vegetable Markets,null
Market Street Group,1 Boston Pl,Boston,MA,2108,,-71.058374,42.358517,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,4 River St,Mattapan,MA,2126,,-71.069702,42.271929,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,1377 Hyde Park Ave # 2,Hyde Park,MA,2136,,-71.125415,42.251827,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,45 William T Morrissey Bl # 1,Dorchester,MA,2125,,-71.050738,42.318521,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,370 Western Ave # 1,Brighton,MA,2135,,-71.138051,42.362807,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,53 Huntington Ave,Boston,MA,2199,,-71.079467,42.347813,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,33 Kilmarnock St,Boston,MA,2215,,-71.100188,42.344209,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,1065 Commonwealth Ave # 2,Boston,MA,2215,,-71.12333,42.352681,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,75 Spring St,West Roxbury,MA,2132,,-71.163296,42.278714,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Star Market,90 River St,Mattapan,MA,2126,,-71.074451,42.270814,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Downtown Brazil,878 South St,Roslindale,MA,2131,,-71.134121,42.288855,,Convenience Stores,null
Lluvia Market,1985 Columbus Ave,Roxbury,MA,2119,,-71.097815,42.314838,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
I J Convenience Store,604 Hyde Park Ave,Roslindale,MA,2131,,-71.118805,42.279946,,Convenience Stores,null
Wan Convenience,172 Brighton Ave,Allston,MA,2134,,-71.133012,42.352947,,Convenience Stores,null
T J S Food Shop LTD,12 Elder St,Dorchester,MA,2125,,-71.06328,42.320155,,Convenience Stores,null
Local Spoonfuls,18 Upcrest Rd,Brighton,MA,2135,,-71.164152,42.352923,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Polar Seafood Corp,145 Northern Ave # 3,Boston,MA,2210,,-71.044476,42.349242,,Fish & Seafood Markets,null
LA Poula Conveniences,1330 Blue Hill Ave,Mattapan,MA,2126,,-71.09324,42.278325,,Convenience Stores,null
Friendly Grocery,42 Maverick St,Boston,MA,2128,,-71.04155,42.371321,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Meridian Food Market,121 Meridian St,Boston,MA,2128,,-71.038774,42.373244,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Yessenia's Market,3348 Washington St,Jamaica Plain,MA,2130,,-71.104512,42.309271,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Park N Go,613 Park St,Dorchester Ctr,MA,2124,,-71.078055,42.294469,,Convenience Stores,null
,,,,2118,,-71.06581,42.34231,,,null
,,,,2122,,-71.06066,42.29861,,,null
,,,,2124,,-71.06634,42.27898,,,null
,,,,2109,,-71.05759,42.36236,,,null
,,,,2109,,-71.05759,42.36236,,,null
,,,,2128,,-71.0394,42.36899,,,null
,,,,2124,,-71.06634,42.27898,,,null
,,,,2124,,-71.06404,42.28587,,,null
,,,,2122,,-71.06759,42.30577,,,null
,,,,2111,,-71.11465,42.31013,,,null
,,,,2130,,-71.10262,42.31434,,,null
,,,,2124,,-71.07189,42.29034,,,null
,,,,2131,,-71.1305,42.28649,,,null
,,,,2215,,-71.10814,42.3509,,,null
,,,,2110,,-71.05512,42.35321,,,null
,,,,2134,,-71.12855,42.36325,,,null
,,,,2124,,-71.07136,42.28945,,,null
,,,,2122,,-71.05912,42.30453,,,null
,,,,2134,,-71.13765,42.35233,,,null
,,,,2132,,-71.15469,42.28665,,,null
,,,,2130,,-71.10307,42.31472,,,null
,,,,2120,,-71.09543,42.33181,,,null
,,,,2127,,-71.04678,42.33642,,,null
,,,,2108,,-71.05933,42.35919,,,null
,,,,2131,,-71.12843,42.28667,,,null
,,,,2130,,-71.11371,42.31274,,,null
,,,,2119,,-71.07497,42.32529,,,null
,,,,2116,,-71.07497,42.35014,,,null
,,,,2129,,-71.06446,42.37559,,,null
,,,,2120,,-71.10478,42.33415,,,null
,,,,2126,,-71.09473,42.26721,,,null
J Pace & Son Inc,75 Blossom Ct # 1,Boston,MA,2114,,-71.066809,42.36491,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Angels Market,8a Glenway St,Dorchester,MA,2121,,-71.084832,42.309173,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cummins Market,290 Cummins Hwy,Roslindale,MA,2131,,-71.117995,42.279701,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Neptune Convenience & Liquor,3 Neptune Rd,Boston,MA,2128,,-71.022851,42.37845,,Convenience Stores,null
Kriola,10 Hancock St,Dorchester,MA,2125,,-71.06603,42.315429,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Legeal Sea Foods,35 Columbus Ave,Boston,MA,2116,,-71.074581,42.350812,,Fish & Seafood Markets,null
Amara Food Corp,164 Brighton Ave,Allston,MA,2134,,-71.132896,42.352964,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Confama,99 Chelsea St,East Boston,MA,2128,,-71.035664,42.372281,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Chung Wah Hong Co,55 Beach St,Boston,MA,2111,,-71.060584,42.351339,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Tesorito Market,465 Meridian St,East Boston,MA,2128,,-71.039054,42.382499,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Just A Bunch,483 Huntington Ave,Hyde Park,MA,2136,,-71.114195,42.261817,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Knapp Foods Inc,415 Centre St,Jamaica Plain,MA,2130,,-71.11068,42.320833,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Chinatown Hit,27 Harrison Ave,Boston,MA,2111,,-71.061463,42.351754,,All Other Specialty Food Stores,null
Temple Place Market,55 Temple Pl,Boston,MA,2111,,-71.061788,42.35483,,Convenience Stores,null
J & C Convenience Food Store,1147 Commonwealth Ave,Allston,MA,2134,,-71.12755,42.350746,,Convenience Stores,null
Walking City Foods Inc,133 Clarendon St,Boston,MA,2117,,-71.074001,42.34903,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
LA Esquina Supermarket,184 Bremen St,Boston,MA,2128,,-71.034307,42.373091,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Kim's Market,305 W Broadway,Boston,MA,2127,,-71.050637,42.338619,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Ace Store,110 Stuart St,Boston,MA,2116,,-71.065166,42.351007,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Lil Caffe Italy LLC,178 Salem St,Boston,MA,2113,,-71.054783,42.366517,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
New Meat Market,94 Blackstone St,Boston,MA,2109,,-71.056184,42.361487,,Meat Markets,null
Deluca's Back Bay Market,239 Newbury St,Boston,MA,2116,,-71.081873,42.349781,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Andrade Market,93 Burrell St,Roxbury,MA,2119,,-71.068204,42.323633,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Butcher Shop Market Inc,782 Adams St,Dorchester Ctr,MA,2124,,-71.055655,42.283421,,Meat Markets,null
Seafood Specialties,25 Fish Pier,Boston,MA,2210,,-71.044476,42.349242,,Fish & Seafood Markets,null
Lambert Beef Co,49 Food Mart Rd,Boston,MA,2118,,-71.070838,42.340851,,Meat Markets,null
Food Enterprises,,Dorchester,MA,2125,,-71.061053,42.316756,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sheba Market,66 Pleasant Hill Ave,Mattapan,MA,2126,,-71.071838,42.276053,,Convenience Stores,null
J K Market II,232 Sumner St,East Boston,MA,2128,,-71.038891,42.368539,,Convenience Stores,null
Good Seasons Trading Inc,911 Massachusetts Ave,Boston,MA,2118,,-71.070309,42.330506,,Fruit & Vegetable Markets,null
American Food Management,161 Berkeley St,Boston,MA,2116,,-71.071886,42.349414,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Tony's Market,51 Richwood St,West Roxbury,MA,2132,,-71.159383,42.286586,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Olevo Market,154 Geneva Ave,Dorchester,MA,2121,,-71.077172,42.305502,,Convenience Stores,null
Lasker's Variety,67 Appleton St,Boston,MA,2116,,-71.072681,42.345835,,Convenience Stores,null
Villa Victoria Market,65 West Newton St,Boston,MA,2118,,-71.074864,42.340327,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Condor Market Inc,655 Saratoga St,Boston,MA,2128,,-71.020796,42.382249,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Crossing Variety,48 Winter St,Boston,MA,2108,,-71.062025,42.355963,,Convenience Stores,null
Star Fish Market,3089 Washington St,Roxbury,MA,2119,,-71.099072,42.315487,,Fish & Seafood Markets,null
Acougue Sabor Brazil,233 London St,East Boston,MA,2128,,-71.035775,42.37589,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Costa's Convenience Store,184 Bremen St,Boston,MA,2128,,-71.034307,42.373091,,Convenience Stores,null
Gateway Newstand,8 Park Plz,Boston,MA,2116,,-71.069139,42.351517,,Convenience Stores,null
Gateway Newstand,1 Faneuil Hall Market Pl,Boston,MA,2109,,-71.053586,42.359735,,Convenience Stores,null
Blue Ocean Grocery,305 W Broadway,South Boston,MA,2127,,-71.050637,42.338619,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Mattapan Food & Fitns Cltn,1613 Blue Hill Ave # 307,Mattapan,MA,2126,,-71.094208,42.268994,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Nas Convenience Inc,88 Bailey St # 3,Dorchester Ctr,MA,2124,,-71.065012,42.284977,,Convenience Stores,null
K & G1 Stop,25 New Sudbury St,Boston,MA,2203,,-71.059249,42.361392,,Convenience Stores,null
Gourmet Boutique,300 Allston St # 214,Brighton,MA,2135,,-71.140246,42.344017,,All Other Specialty Food Stores,null
Gourmet Boutique,10 Huntington Ave,Boston,MA,2116,,-71.077612,42.348298,,All Other Specialty Food Stores,null
Gonza Meat Market,996 Blue Hill Ave,Dorchester Ctr,MA,2124,,-71.089416,42.289917,,Meat Markets,null
Fields Corner Corner Super Mkt,1490 Dorchester Ave,Dorchester,MA,2122,,-71.060222,42.299836,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Green Food Mart Inc,15 Freeport Way,Dorchester,MA,2122,,-71.056492,42.306309,,All Other Specialty Food Stores,null
Two Guys Foods Inc,434 Massachusetts Ave,Boston,MA,2118,,-71.081798,42.340745,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Premium Fun Foods,142 Cambridge St,Charlestown,MA,2129,,-71.080621,42.381948,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Mirim Oriental Groceries,152 Harvard Ave,Allston,MA,2134,,-71.131611,42.351628,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
