Company Na,Address,City,State,ZIP Code,Record Typ,Longitude,Latitude,Primary NA,Primary__1,Snap
Paradise Market,517 Warren St,Dorchester,MA,2121,,-71.08372,42.313587,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Tessie's Soups,9 Newbern St,Jamaica Plain,MA,2130,,-71.110284,42.309586,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Prince Pantry,101 Prince St,Boston,MA,2113,,-71.056393,42.365919,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
C&D Produce,260 Maverick St,Boston,MA,2128,,-71.033773,42.368066,,Fruit & Vegetable Markets,null
Hyde Park Market Corp Inc,613 Park St,Dorchester,MA,2124,,-71.078055,42.294469,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
C Mart Supermarket,109 Lincoln St,Boston,MA,2111,,-71.058504,42.351628,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cherry Mart,349 Newbury St # B,Boston,MA,2115,,-71.087255,42.348554,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Song & H Foods Corp,154 Faywood Ave,Boston,MA,2128,,-71.006433,42.392006,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Crystal's Market,173 Dudley St,Roxbury,MA,2119,,-71.082343,42.328512,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Hillside Spa Cardoza Brothers,26 Hancock St,Dorchester,MA,2125,,-71.065781,42.314757,,Convenience Stores,null
D & N Market Inc,12 S Huntington Ave,Jamaica Plain,MA,2130,,-71.111902,42.331727,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Finast Market,1300 Blue Hill Ave,Mattapan,MA,2126,,-71.092952,42.279256,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Seafood USA Coast,15 Broad St # 415,Boston,MA,2109,,-71.054799,42.358721,,Fish & Seafood Markets,null
College Convenience,281 Huntington Ave,Boston,MA,2115,,-71.086462,42.341988,,Convenience Stores,null
Boston Lobsters,65 N Harvard St,Boston,MA,2163,,-71.1248,42.367265,,Fish & Seafood Markets,null
Neponset Food Mart,165 Neponset Ave,Dorchester,MA,2122,,-71.050906,42.293033,,Convenience Stores,null
Rite Foods,500 E St,Boston,MA,2210,,-71.043142,42.343093,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Ccc's Cleveland Circle Cnvnc,358 Chestnut Hill Ave,Brighton,MA,2135,,-71.151389,42.336775,,Convenience Stores,null
Trader Joe's,899 Boylston St,Boston,MA,2115,,-71.08395,42.348434,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Trader Joe's,711 Atlantic Ave # 3,Boston,MA,2111,,-71.05667,42.351165,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Gina Grocery Store,251 Dudley St,Roxbury,MA,2119,,-71.079464,42.328347,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Downtown Convenience Two,1100 Boylston St,Boston,MA,2215,,-71.088468,42.346803,,Convenience Stores,null
G-Mart Supermarket,109 Lincoln St,Boston,MA,2111,,-71.058504,42.351628,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Boston Fish Market,1484 Dorchester Ave,Dorchester,MA,2122,,-71.060177,42.299997,,Fish & Seafood Markets,null
Market Square Convenience,534 Dudley St,Roxbury,MA,2119,,-71.072252,42.32203,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brooks Pharmacy,4600 Washington St,Roslindale,MA,2131,,-71.138935,42.275453,,Pharmacies & Drug Stores,null
Brooks Pharmacy,399 Market St,Brighton,MA,2135,,-71.151951,42.347801,,Pharmacies & Drug Stores,null
Brooks Pharmacy,11 Pearl St,Boston,MA,2110,,-71.054279,42.356372,,Pharmacies & Drug Stores,null
Brooks Pharmacy,181 Brighton Ave,Allston,MA,2134,,-71.133679,42.353911,,Pharmacies & Drug Stores,null
Franco's Place,160 Trenton St,East Boston,MA,2128,,-71.033135,42.380174,,Convenience Stores,null
D A Ave,446 Hyde Park Ave,Roslindale,MA,2131,,-71.118645,42.285191,,Convenience Stores,null
Clear Edge Foods Inc,88 Worcester St,Boston,MA,2118,,-71.078435,42.339551,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Son's Fish Market & Restaurant,1132 Blue Hill Ave,Dorchester Ctr,MA,2124,,-71.090668,42.285433,,Meat Markets,null
Moxie's Juice Co,135 W 8th St,Boston,MA,2127,,-71.053647,42.334819,,Fruit & Vegetable Markets,null
Regency Centers,185 Franklin St,Boston,MA,2110,,-71.054818,42.3554,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Centre Market Nargis Begum,1660 Dorchester Ave,Dorchester,MA,2122,,-71.061969,42.293841,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Biena Foods,PO Box 121178,Boston,MA,2112,,-71.05763,42.357582,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Gypsy Kitchen,,Boston,MA,2108,,-71.062564,42.357979,,All Other Specialty Food Stores,null
East Boston Oysters,9 Fish Pier St E,Boston,MA,2210,,-71.039276,42.349369,,Fish & Seafood Markets,null
Food Market,1826 Dorchester Ave,Dorchester Ctr,MA,2124,,-71.063288,42.288544,,Convenience Stores,null
Stop & Shop Supermarket,1620 Tremont St,Roxbury Crossing,MA,2120,,-71.104127,42.33357,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Stop & Shop Supermarket,950 American Legion Hwy # 1,Roslindale,MA,2131,,-71.11569,42.27611,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Stop & Shop Supermarket,301 Centre St,Jamaica Plain,MA,2130,,-71.103007,42.322962,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Stop & Shop Supermarket,545 Freeport St,Dorchester,MA,2122,,-71.048146,42.291991,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Stop & Shop Supermarket,200 Guest St,Brighton,MA,2135,,-71.151951,42.347801,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Stop & Shop Supermarket,713 E Broadway,Boston,MA,2127,,-71.036651,42.335278,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Stop & Shop Supermarket,181 Cambridge St,Boston,MA,2114,,-71.065892,42.361264,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Stop & Shop Supermarket,1025 Truman Hwy,Hyde Park,MA,2136,,-71.127332,42.242473,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Marino's Market,1245 Vfw Pkwy,West Roxbury,MA,2132,,-71.172602,42.277514,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Anais Convenience Store,333 Washington St,Boston,MA,2108,,-71.059193,42.356916,,Convenience Stores,null
Stavis Seafood,660 Summer St,Boston,MA,2210,,-71.037939,42.345524,,Fish & Seafood Markets,null
Stavis Seafood,37 Fish Pier,Boston,MA,2210,,-71.044476,42.349242,,Fish & Seafood Markets,null
Cvs Corp,25 Holyoke St # 5,Boston,MA,2116,,-71.077989,42.345026,,Pharmacies & Drug Stores,null
Stop & Shop,365 Chelsea St,Boston,MA,2128,,-71.028432,42.37849,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Chef Lees Famous Sout Food,554 Columbia Rd,Dorchester,MA,2125,,-71.06623,42.316097,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
New World Multi Svc,407 Chelsea St # 1,Boston,MA,2128,,-71.026939,42.379813,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Roslindale Fish Market,39 Poplar St,Roslindale,MA,2131,,-71.129032,42.286066,,Fish & Seafood Markets,null
Jim's Variety,256 W 5th St,Boston,MA,2127,,-71.049247,42.335512,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Poseidon Trident,20 Trident St,Boston,MA,2128,,-71.010909,42.385908,,Convenience Stores,null
Tiny Foodies,35 Msgr Patrick J Lydon Way,Dorchester Ctr,MA,2124,,-71.061649,42.288401,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Juba Market Cafe,50 John Eliot Sq,Roxbury,MA,2119,,-71.091573,42.329847,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brazilian Corner,192 Brighton Ave,Allston,MA,2134,,-71.134267,42.353074,,Convenience Stores,null
Thompole Convenience Store,1330 Blue Hill Ave,Mattapan,MA,2126,,-71.09324,42.278325,,Convenience Stores,null
We Juice Inc,49 Beach St # 62,Boston,MA,2111,,-71.060799,42.351356,,Fruit & Vegetable Markets,null
Uphams Market,67 Hancock St,Dorchester,MA,2125,,-71.065267,42.313313,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
People's Tropical Food,576 Washington St,Dorchester Ctr,MA,2124,,-71.07151,42.291572,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sousa Lobster Co Inc,16 Fish Pier,Boston,MA,2210,,-71.039264,42.349559,,Fish & Seafood Markets,null
International Food,984 Saratoga St,Boston,MA,2128,,-71.007066,42.386937,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Delarosa LLC,85 Cummins Hwy,Roslindale,MA,2131,,-71.125122,42.284412,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
No Name Deli & Grocerytwo,1300 Blue Hill Ave,Mattapan,MA,2126,,-71.092952,42.279256,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Chop Chop Meat Market,1260 Hyde Park Ave,Hyde Park,MA,2136,,-71.123978,42.255513,,Meat Markets,null
Dudly Food Market Inc,543 Dudley St,Roxbury,MA,2119,,-71.072351,42.321735,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sobreno Market,416 Geneva Ave,Dorchester,MA,2122,,-71.067035,42.300972,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Mini Central,140 Harvard St,Dorchester Ctr,MA,2124,,-71.080574,42.296209,,Convenience Stores,null
S K B's,156 Washington St,Dorchester,MA,2121,,-71.078876,42.30412,,Convenience Stores,null
Blessing Of God African Market,1076 Hyde Park Ave,Hyde Park,MA,2136,,-71.121612,42.262527,,Fruit & Vegetable Markets,null
J & W One Lewis Wharf,1 Lewis Wharf,Boston,MA,2110,,-71.051033,42.363723,,Convenience Stores,null
Three D's,249 E St,South Boston,MA,2127,,-71.051554,42.335803,,Convenience Stores,null
Bfresh,214 Harvard Ave,Allston,MA,2134,,-71.129971,42.34968,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Advanced Functional Foods Intl,87 Wendell St,Boston,MA,2110,,-71.052511,42.356975,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Mario's Meat Market,14 Nancia St,Boston,MA,2128,,-70.999033,42.38259,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cvs Pharmacy,7 Allstate Rd,Dorchester,MA,2125,,-71.063293,42.329333,,Pharmacies & Drug Stores,null
Cvs Pharmacy,1575 Blue Hill Ave,Mattapan,MA,2126,,-71.094008,42.269992,,Pharmacies & Drug Stores,null
CVS Pharmacy,4600 Washington St,Roslindale,MA,2131,,-71.138935,42.275453,,Pharmacies & Drug Stores,null
CVS Pharmacy,518 Commonwealth Ave,Boston,MA,2215,,-71.095938,42.348505,,Pharmacies & Drug Stores,null
CVS Pharmacy,263 Washington St,Boston,MA,2108,,-71.058093,42.357792,,Pharmacies & Drug Stores,null
CVS Pharmacy,151 Tremont St # 1,Boston,MA,2111,,-71.063698,42.354515,,Pharmacies & Drug Stores,null
Market Place Inc,800 Boylston St,Boston,MA,2199,,-71.081983,42.348804,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
South End Gourmet Shop,74 Appleton St,Boston,MA,2116,,-71.072507,42.345583,,All Other Specialty Food Stores,null
Di Paolo & Rossi Meat Market,56 Salem St,Boston,MA,2113,,-71.056201,42.363193,,Meat Markets,null
Allston Food & Spirits,225 Cambridge St,Allston,MA,2134,,-71.126727,42.357917,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Bazics Convenience,1 Design Center Pl,Boston,MA,2210,,-71.034115,42.343883,,Convenience Stores,null
Snap Top Market,303 Columbus Ave,Boston,MA,2116,,-71.07437,42.346653,,Fruit & Vegetable Markets,null
Bull Market Deli,Liberty Sq,Boston,MA,2109,,-71.055237,42.359135,,Convenience Stores,null
Marinos Market Inc,1906 Centre St,West Roxbury,MA,2132,,-71.156337,42.284879,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Woodrow Ave Market,67 Woodrow Ave,Dorchester Ctr,MA,2124,,-71.080968,42.287995,,Convenience Stores,null
Red's Best,13 Fish Pier,Boston,MA,2210,,-71.044476,42.349242,,Fish & Seafood Markets,null
Red's Best,212 Northern Ave,Boston,MA,2210,,-71.038265,42.350476,,Meat Markets,null
Five Corners Mini Mart,1246 Dorchester Ave,Dorchester,MA,2125,,-71.057935,42.307822,,Convenience Stores,null
Charles St Market,66 Charles St,Boston,MA,2114,,-71.07045,42.357576,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
IGA Mattapan,926 Cummins Hwy,Mattapan,MA,2126,,-71.094553,42.26821,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brothers Market,776 Dudley St,Dorchester,MA,2125,,-71.06569,42.317497,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Brothers Market,517 Warren St,Dorchester,MA,2121,,-71.08372,42.313587,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Agora Whispers Of Spring,20 Tremont St,Brighton,MA,2135,,-71.16949,42.350127,,All Other Specialty Food Stores,null
Egleston's Market II,3145 Washington St,Jamaica Plain,MA,2130,,-71.100291,42.314056,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Beni's Restaurant,145 Meridian St,Boston,MA,2128,,-71.039004,42.373813,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
North Coast Seafood,270 W 2nd St,South Boston,MA,2127,,-71.043154,42.335475,,Fish & Seafood Markets,null
M R M Enterprises Inc,218 Bowdoin St,Dorchester,MA,2122,,-71.068072,42.30546,,Convenience Stores,null
Quality Meat Market,13 Corinth St,Roslindale,MA,2131,,-71.130192,42.286378,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
It's Not Bertha's Quality Food,718 Shawmut Ave,Roxbury,MA,2119,,-71.083012,42.333006,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sanchez Market,156 Bunker Hill St,Charlestown,MA,2129,,-71.060896,42.378268,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Visham & Son,449 Washington St,Boston,MA,2111,,-71.060983,42.355329,,Convenience Stores,null
Tienda San Antonio,257 Princeton St,Boston,MA,2128,,-71.030009,42.379571,,Convenience Stores,null
Csn Stores LLC,4 Copley Pl # 700,Boston,MA,2116,,-71.07924,42.347223,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Popcorn Plaza,225 Franklin St # 26383a,Boston,MA,2110,,-71.054072,42.356184,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Daily Table,450 Washington St,Dorchester,MA,2124,,-71.071856,42.29587,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Obrien Market,1660 Dorchester Ave,Dorchester,MA,2122,,-71.061969,42.293841,,Convenience Stores,null
Eliana Market,1909 Columbus Ave # 1,Roxbury,MA,2119,,-71.098501,42.31708,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Fair Foods Inc,95 Freeport St,Dorchester,MA,2122,,-71.057572,42.305215,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
De Leon Market,3145 Washington St,Jamaica Plain,MA,2130,,-71.100291,42.314056,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Lynchs Convenience & Deli,1 Shandon Rd,Dorchester Ctr,MA,2124,,-71.091065,42.295518,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Home Market,165 Belgrade Ave,Roslindale,MA,2131,,-71.137526,42.286303,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Maverick Market,205 Maverick St,Boston,MA,2128,,-71.036066,42.368833,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Mass Produce,32 White St,Boston,MA,2128,,-71.03853,42.380676,,Fruit & Vegetable Markets,null
EVS Mini Mart,334 Dorchester St,South Boston,MA,2127,,-71.053943,42.330816,,Convenience Stores,null
Office Fruit,36 S Huntington Ave # 9,Jamaica Plain,MA,2130,,-71.111634,42.331076,,Fruit & Vegetable Markets,null
Phillips Seafood,100 Terminal A,East Boston,MA,2128,,-71.032043,42.369093,,Fish & Seafood Markets,null
Jeha's Meat Market,243 Grove St,West Roxbury,MA,2132,,-71.157149,42.261394,,Meat Markets,null
Alvaro Market,51 Cottage St,Boston,MA,2128,,-71.035677,42.367108,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
CVS,151 Tremont St # 1,Boston,MA,2111,,-71.063698,42.354515,,Pharmacies & Drug Stores,null
Lankagems Inc,85 Newbury St,Boston,MA,2116,,-71.074963,42.351918,,All Other Specialty Food Stores,null
Light & Salt Inc,166 Harvard Ave,Allston,MA,2134,,-71.131362,42.35143,,All Other Specialty Food Stores,null
Rosely Groceries,120 Washington St,Dorchester,MA,2121,,-71.080161,42.30516,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
R & R Food Market,4355 Washington St,Roslindale,MA,2131,,-71.132102,42.282994,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Mc Kenzie Seafood,234 W Selden St,Mattapan,MA,2126,,-71.08927,42.273436,,Fish & Seafood Markets,null
G & S Group LLC,1 Faneuil Hall Market Pl,Boston,MA,2109,,-71.053586,42.359735,,All Other Specialty Food Stores,null
International Grocery Store,3999 Washington St,Roslindale,MA,2131,,-71.121653,42.292789,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Family Produce Market Corp,51 Cottage St,Boston,MA,2128,,-71.035677,42.367108,,Fruit & Vegetable Markets,null
City Convenience Store,182 Harvard Ave,Allston,MA,2134,,-71.131131,42.351097,,Convenience Stores,null
Commonwealth Market Inc,1090 Commonwealth Ave,Boston,MA,2215,,-71.12401,42.35196,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Freddy's Market,302 Centre St # A,Jamaica Plain,MA,2130,,-71.103255,42.322729,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Dollar Hut,390 Centre St,Jamaica Plain,MA,2130,,-71.10969,42.321647,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
E V A Plus Food Corp,321 Meridian St # 3,Boston,MA,2128,,-71.038991,42.377768,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
TJS Convenience,80 Welles Ave,Dorchester Ctr,MA,2124,,-71.066803,42.289279,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Local Roots,402 Hanover St,Boston,MA,2113,,-71.052893,42.36594,,Fruit & Vegetable Markets,null
Viet Ho Mkt Co,15 Beach St,Boston,MA,2111,,-71.062173,42.351417,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Sunny's Seafood Inc,Bay One Boston Fish Pier,Boston,MA,2210,,-71.044476,42.349242,,Fish & Seafood Markets,null
Quick Pick Convenience,973 Tremont St # A,Roxbury Crossing,MA,2120,,-71.084116,42.337483,,Convenience Stores,null
Back Bay Market,145 Dartmouth St # 2,Boston,MA,2116,,-71.074841,42.347378,,Fruit & Vegetable Markets,null
D N D Convienence Store,734 Blue Hill Ave,Dorchester,MA,2121,,-71.086236,42.299755,,Convenience Stores,null
South End Open Market,500 540 & 450 Harrison Ave,Boston,MA,2118,,-71.070838,42.340851,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Delights Corner,34 Oxford St,Boston,MA,2111,,-71.060297,42.351547,,Convenience Stores,null
Acougue Brasil Convenient Str,192 Brighton Ave,Allston,MA,2134,,-71.134267,42.353074,,Convenience Stores,null
West Seventh Mini Market,51 W 7th St,Boston,MA,2127,,-71.055401,42.337052,,Convenience Stores,null
Target,1341 Boylston St,Boston,MA,2215,,-71.09966,42.34438,,Department Stores (Except Discount Dept Stores),null
Target,7 Allstate Rd,Dorchester,MA,2125,,-71.063015,42.328387,,Department Stores (Except Discount Dept Stores),null
Carmella's Market,86 Cottage St,Boston,MA,2128,,-71.035296,42.367892,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Teresa Market Inc,571 Washington St,Brighton,MA,2135,,-71.164805,42.350221,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Shoebox Smokers Club Cnvnnc,449 Washington St,Boston,MA,2111,,-71.060983,42.355329,,Convenience Stores,null
Shaw's Supermarket,1377 Hyde Park Ave # 4,Hyde Park,MA,2136,,-71.12606,42.251947,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Shaw's Supermarket,246 Border St,East Boston,MA,2128,,-71.040083,42.376514,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Shaw's Supermarket,33 Kilmarnock St,Boston,MA,2215,,-71.100188,42.344209,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
1-A Carniceria Y Legumbreria,9 Meridian St,East Boston,MA,2128,,-71.038779,42.370491,,Meat Markets,null
A & R Food,5 Post Office Sq,Boston,MA,2109,,-71.057088,42.357173,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
East Bay Seafood,8 Seafood Way # 1b,Boston,MA,2210,,-71.031157,42.349045,,Fish & Seafood Markets,null
Happy Super-Market,868 Blue Hill Ave,Dorchester Ctr,MA,2124,,-71.08767,42.295215,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
CVS/Pharmacy,1921 Centre St,West Roxbury,MA,2132,,-71.157097,42.284497,,Pharmacies & Drug Stores,null
CVS/Pharmacy,942 Hyde Park Ave,Hyde Park,MA,2136,,-71.119804,42.267608,,Pharmacies & Drug Stores,null
CVS/Pharmacy,210 Border St,East Boston,MA,2128,,-71.040644,42.375446,,Pharmacies & Drug Stores,null
CVS/Pharmacy,1150 Saratoga St,East Boston,MA,2128,,-70.999137,42.384513,,Pharmacies & Drug Stores,null
CVS/Pharmacy,703 Gallivan Blvd,Dorchester Ctr,MA,2124,,-71.047599,42.283316,,Pharmacies & Drug Stores,null
CVS/Pharmacy,778 Dudley St,Dorchester,MA,2125,,-71.065558,42.317477,,Pharmacies & Drug Stores,null
CVS/Pharmacy,468 Blue Hill Ave,Dorchester,MA,2121,,-71.082831,42.308826,,Pharmacies & Drug Stores,null
CVS/Pharmacy,647 Vfw Pkwy,Chestnut Hill,MA,2467,,-71.15972,42.294951,,Pharmacies & Drug Stores,null
CVS/Pharmacy,509 Main St,Charlestown,MA,2129,,-71.062477,42.377869,,Pharmacies & Drug Stores,null
CVS/Pharmacy,5 Austin St,Charlestown,MA,2129,,-71.066356,42.375391,,Pharmacies & Drug Stores,null
CVS/Pharmacy,197 8th St # 900,Charlestown,MA,2129,,-71.052064,42.37354,,Pharmacies & Drug Stores,null
CVS/Pharmacy,427 Washington St,Brighton,MA,2135,,-71.1564,42.349422,,Pharmacies & Drug Stores,null
CVS/Pharmacy,1927 Beacon St,Brighton,MA,2135,,-71.148958,42.33576,,Pharmacies & Drug Stores,null
CVS/Pharmacy,81 Milk St,Boston,MA,2109,,-71.057308,42.356696,,Pharmacies & Drug Stores,null
CVS/Pharmacy,700 Atlantic Ave,Boston,MA,2111,,-71.056125,42.351171,,Pharmacies & Drug Stores,null
CVS/Pharmacy,631 Washington St,Boston,MA,2111,,-71.062659,42.352369,,Pharmacies & Drug Stores,null
CVS/Pharmacy,587 Boylston St,Boston,MA,2116,,-71.076993,42.350536,,Pharmacies & Drug Stores,null
CVS/Pharmacy,55 Summer St # B,Boston,MA,2110,,-71.059279,42.354202,,Pharmacies & Drug Stores,null
CVS/Pharmacy,423 W Broadway # 300,Boston,MA,2127,,-71.04752,42.336605,,Pharmacies & Drug Stores,null
CVS/Pharmacy,400 Tremont St,Boston,MA,2116,,-71.068279,42.347146,,Pharmacies & Drug Stores,null
CVS/Pharmacy,333 Washington St,Boston,MA,2108,,-71.059193,42.356916,,Pharmacies & Drug Stores,null
CVS/Pharmacy,300 Longwood Ave,Boston,MA,2115,,-71.105324,42.337187,,Pharmacies & Drug Stores,null
CVS/Pharmacy,29 Winter St,Boston,MA,2108,,-71.06128,42.356134,,Pharmacies & Drug Stores,null
CVS/Pharmacy,240 Newbury St # 240,Boston,MA,2116,,-71.08184,42.349498,,Pharmacies & Drug Stores,null
CVS/Pharmacy,231 Massachusetts Ave,Boston,MA,2115,,-71.08675,42.344569,,Pharmacies & Drug Stores,null
CVS/Pharmacy,2 Center Plz,Boston,MA,2108,,-71.060199,42.359894,,Pharmacies & Drug Stores,null
CVS/Pharmacy,1249 Boylston St # 1,Boston,MA,2215,,-71.095775,42.345432,,Pharmacies & Drug Stores,null
CVS/Pharmacy,101 Canal St,Boston,MA,2114,,-71.060568,42.365167,,Pharmacies & Drug Stores,null
CVS/Pharmacy,467 Centre St,Jamaica Plain,MA,2130,,-71.112125,42.319408,,Pharmacies & Drug Stores,null
CVS/Pharmacy,207 Market St,Brighton,MA,2135,,-71.151951,42.347801,,Pharmacies & Drug Stores,null
CVS/Pharmacy,155 Charles St,Boston,MA,2114,,-71.070837,42.360607,,Pharmacies & Drug Stores,null
CVS/Pharmacy,704 Centre St,Jamaica Plain,MA,2130,,-71.114067,42.311351,,Pharmacies & Drug Stores,null
CVS/Pharmacy,715 William T Morrissey Blvd,Dorchester,MA,2122,,-71.049367,42.297415,,Pharmacies & Drug Stores,null
CVS/Pharmacy,2 City Sq,Charlestown,MA,2129,,-71.062477,42.377869,,Pharmacies & Drug Stores,null
CVS/Pharmacy,874 Harrison Ave,Boston,MA,2118,,-71.076315,42.333822,,Pharmacies & Drug Stores,null
CVS/Pharmacy,350 Longwood Ave # 19,Boston,MA,2115,,-71.107274,42.338871,,Pharmacies & Drug Stores,null
CVS/Pharmacy,340 Washington St,Boston,MA,2108,,-71.058746,42.356569,,Pharmacies & Drug Stores,null
CVS/Pharmacy,285 Columbus Ave,Boston,MA,2116,,-71.07409,42.347087,,Pharmacies & Drug Stores,null
CVS/Pharmacy,265 Washington St,Boston,MA,2108,,-71.062564,42.357979,,Pharmacies & Drug Stores,null
CVS/Pharmacy,218 Hanover St,Boston,MA,2113,,-71.055489,42.363064,,Pharmacies & Drug Stores,null
CVS/Pharmacy,191 Cambridge St,Boston,MA,2114,,-71.065915,42.362092,,Pharmacies & Drug Stores,null
CVS/Pharmacy,177 Brighton Ave,Allston,MA,2134,,-71.133421,42.353489,,Pharmacies & Drug Stores,null
CVS/Pharmacy,1266 Commonwealth Ave,Allston,MA,2134,,-71.132378,42.349224,,Pharmacies & Drug Stores,null
Boston Food Enterprise Ctr,32 Linwood St,Roxbury,MA,2119,,-71.084615,42.325438,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Casali Market,775 Adams St,Dorchester Ctr,MA,2124,,-71.055852,42.283498,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Madina Market-Allston,72 Brighton Ave,Allston,MA,2134,,-71.128819,42.352414,,Convenience Stores,null
Simons Seafood & Deli,2169 Washington St,Roxbury,MA,2119,,-71.082409,42.331405,,Fish & Seafood Markets,null
J & M Convenience Store,15 North Beacon St,Allston,MA,2134,,-71.137764,42.354139,,Convenience Stores,null
Colleen Bawn Fine Foods,1 Faneuil Hall Sq,Boston,MA,2109,,-71.055744,42.360041,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Goon Shee Assoc Inc,10 Oxford Pl,Boston,MA,2111,,-71.060771,42.351713,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
El Consumo Market,60 Maverick St,Boston,MA,2128,,-71.040954,42.371196,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Cousin's Market,8 Glenway St,Dorchester,MA,2121,,-71.084654,42.301709,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
Lilly Foods Inc,1365 Dorchester Ave # 1377,Dorchester,MA,2122,,-71.055116,42.297795,,Supermarkets/Other Grocery (Exc Convenience) Strs,null
