STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AveWindSpeed,Precipitation,Snow Fall,Snow Depth,MaxTemp,MinTemp,Fog,Heavy_Fog,Thunder,Sleet,Hail,Rime,Dust,Blowing_Snow,High_Winds,Mist,Drizzle,Rain,Heavy_Snow,Ice_Fog
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/1/2013,6.4,0,0,,2.8,-6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/2/2013,6.1,0,0,,-1.1,-11.1,,,,,,,,,,,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/3/2013,4.7,0,0,,-3.9,-13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/4/2013,5.8,0,0,,3.3,-6.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/5/2013,4.1,0,0,,5.6,-2.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/6/2013,3.5,0,0,,6.1,-2.2,,,,,,,,,,,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/7/2013,4,0,0,,3.9,-1.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/8/2013,5.7,0,0,,7.8,-2.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/9/2013,3.5,0,0,,7.8,-2.2,,,,,,,1,,,,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/10/2013,6.8,0,0,,8.3,1.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/11/2013,2,3,0,,4.4,-0.6,1,,,,,,,,,1,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/12/2013,1,0.3,0,,6.7,3.3,1,,,,,,,,,1,1,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/13/2013,3,0,0,,10.6,4.4,,,,,,,,,,1,1,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/14/2013,5.9,0,0,,16.1,5.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/15/2013,2.8,0,0,,5.6,1.7,,,,,,,,,,,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/16/2013,2.9,9.4,81,,2.2,-1.1,,,,1,,,,,,,1,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/17/2013,5.1,0,0,,5.6,-1.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/18/2013,5.8,0,0,,-1.1,-7.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/19/2013,7.8,0,0,,9.4,-4.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/20/2013,8.3,0,0,,12.2,-1.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/21/2013,4.6,0.3,10,,-1.1,-5,1,,,,,,,,,1,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/22/2013,6.5,0,0,,-3.9,-9.4,1,,,,,,,,,1,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/23/2013,6.7,0,0,,-8.3,-13.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/24/2013,7.8,0,0,,-6.1,-15.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/25/2013,5.6,0.3,3,,-4.4,-12.2,,,,,,,,,,,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/26/2013,5.4,0.3,5,,-3.9,-10.6,,,,,,,,,,,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/27/2013,6.2,0,0,,0,-10,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/28/2013,2.5,4.3,25,,-0.6,-6.1,,,,1,,,,,,,1,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/29/2013,2,0.3,3,,1.1,-2.8,1,,,,,,,,,1,1,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/30/2013,6.5,1.5,0,,15.6,0.6,1,,,,,,,,,1,1,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,1/31/2013,12,7.9,0,,15.6,0,1,,,,,,,,,1,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/1/2013,7.6,0,0,,1.1,-5,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/2/2013,5.7,0,0,,-1.1,-7.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/3/2013,3.6,0.8,15,,-2.8,-5,,,,,,,1,,,,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/4/2013,7.5,0,0,,-0.6,-5.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/5/2013,3.1,0.8,15,,-2.8,-5.6,1,,,,,,,,,1,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/6/2013,4.3,1.3,18,,4.4,-3.3,1,,,,,,,,,1,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/7/2013,4.1,0,0,,-1.1,-7.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/8/2013,11.5,21.6,257,,1.1,-6.7,1,1,,,,,,,,,,,1,1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/9/2013,9.4,25.4,376,,-6.7,-9.4,,1,,,,,,,,1,,,1,1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/10/2013,3.8,0,0,,2.2,-9.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/11/2013,3.3,5.1,0,,7.2,-6.7,1,,,1,,,,,,,1,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/12/2013,6.8,0,0,,6.7,2.2,1,,,,,,,,,1,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/13/2013,3.2,0,0,,5.6,-1.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/14/2013,3.9,0,0,,5.6,0,,,,,,,,,,,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/15/2013,4.5,0,0,,8.3,-1.1,,,,,,,,,,1,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/16/2013,3.8,0.3,3,,3.3,0,,,,,,,,,,1,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/17/2013,9.6,5.1,130,,0,-7.8,,1,,,,,,1,,,,,1,1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/18/2013,8.9,0,0,,0.6,-8.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/19/2013,4.3,11.4,0,,7.2,-3.3,1,,,,,,,,,1,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/20/2013,7.6,0.3,0,,6.1,-2.8,,,,,,,,,,,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/21/2013,7.9,0,0,,0.6,-3.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/22/2013,4.2,0,0,,3.3,-3.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/23/2013,2.8,5.8,0,,3.3,0,,,,1,,,,,,1,,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/24/2013,5.9,20.8,46,,3.3,-1.7,1,,,1,,,,,,1,,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/25/2013,3.2,0.3,5,,5,-2.2,1,,,,,,,,,1,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/26/2013,3,0,0,,5,-1.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/27/2013,8.9,34.8,0,,4.4,3.3,1,,,,,,,,,1,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,2/28/2013,2.7,0,0,,6.7,0.6,1,,,,,,,,,1,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/1/2013,4.2,0,0,,5,1.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/2/2013,4,0,0,,5.6,1.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/3/2013,4,0,0,,6.1,0.6,1,,,,,,,,,,1,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/4/2013,7.8,0,0,,5,-0.6,,,,,,,1,,,,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/5/2013,4.6,0,0,,6.1,0,,,,,,,,,,,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/6/2013,10.2,1.3,0,,5,1.7,,,,,,,,,,1,,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/7/2013,10.6,11.7,66,,2.8,-1.1,1,,,,,,,1,,,,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/8/2013,8.2,23.9,267,,5.6,-2.2,,1,,,,,,1,,,,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/9/2013,4.9,0,0,,3.3,-0.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/10/2013,3.5,0,0,,2.8,-2.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/11/2013,4.4,0,0,,10,1.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/12/2013,5.2,7.4,0,,11.7,3.9,1,,,,,,,,,1,1,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/13/2013,5.6,0,0,,10.6,3.9,,,,,,,,,,,1,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/14/2013,7.5,0,0,,3.9,-5,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/15/2013,6.8,0,0,,5,-6.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/16/2013,3.7,0,0,,4.4,-1.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/17/2013,5.1,0,0,,3.3,-3.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/18/2013,4.6,3,23,,0.6,-6.1,1,,,,,,,,,1,,,1,1
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/19/2013,9.9,34.3,160,,2.2,-2.2,1,1,,1,,,,,,,1,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/20/2013,6.4,0,0,,3.9,-3.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/21/2013,2.5,0.5,8,,1.7,-1.1,1,,,,,,,,,1,,,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/22/2013,5.5,0,0,,4.4,-1.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/23/2013,7.4,0,0,,6.7,-1.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/24/2013,4.5,0,0,,8.9,0.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/25/2013,6.2,0,0,,6.7,0.6,,,,,,,,,,,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/26/2013,4.7,1.3,0,,10,1.1,1,,,,,,,,,1,,1,1,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/27/2013,5.4,0,0,,12.8,2.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/28/2013,3.8,0,0,,8.9,3.3,,,,,,,,,,,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/29/2013,3.9,0.3,0,,13.3,4.4,,,,,,,,,,,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/30/2013,3.6,0,0,,12.2,4.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,3/31/2013,4.4,0.8,0,,15,1.1,,,,,,,,,,,,1,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/1/2013,6.5,3,0,,16.7,1.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/2/2013,7.6,0,0,,5.6,-0.5,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/3/2013,8.5,0,0,,8.3,-0.5,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/4/2013,6.1,0,0,,13.3,0,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/5/2013,5.7,0,0,,13.9,3.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/6/2013,5.4,0,0,,8.3,0.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/7/2013,7.1,0,0,,12.2,0,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/8/2013,4.4,0,0,,17.2,7.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/9/2013,3.9,1.5,0,,22.8,7.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/10/2013,2.7,4.8,0,,12.2,7.2,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/11/2013,3.1,1,0,,9.4,5.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/12/2013,8.5,8.9,0,,6.1,3.3,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/13/2013,4,0.5,0,,10.6,2.2,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/14/2013,4.7,0,0,,12.8,5.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/15/2013,4.7,0,0,,9.4,3.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/16/2013,6.7,0,0,,17.8,3.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/17/2013,4.3,0,0,,18.9,8.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/18/2013,6.1,0,0,,17.2,7.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/19/2013,8,1.3,0,,23.9,11.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/20/2013,6.7,9.7,0,,18.3,6.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/21/2013,4.8,0,0,,10,2.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/22/2013,6.2,0,0,,9.4,2.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/23/2013,7.6,3.3,0,,6.1,5,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/24/2013,6.5,0,0,,20.6,6.1,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/25/2013,4.8,0.8,0,,18.9,8.9,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/26/2013,4.5,0,0,,11.1,6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/27/2013,3.3,0,0,,13.3,5.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/28/2013,4.4,0,0,,17.2,6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/29/2013,4.3,0,0,,20,8.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,4/30/2013,3.3,0,0,,16.1,8.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/1/2013,2.8,0,0,,15.6,7.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/2/2013,4,0,0,,21.1,8.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/3/2013,4.5,0,0,,11.7,6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/4/2013,4.1,0,0,,11.1,6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/5/2013,4,0,0,,11.7,4.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/6/2013,3.1,0,0,,12.8,6.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/7/2013,4.2,0,0,,22.2,8.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/8/2013,4.9,9.4,0,,18.9,11.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/9/2013,2.2,15.5,0,,17.2,11.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/10/2013,3,1.5,0,,20.6,13.3,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/11/2013,5.4,0.5,0,,22.2,15,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/12/2013,4.8,1,0,,22.8,10.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/13/2013,5.5,0,0,,15.6,7.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/14/2013,5.1,0,0,,15.6,6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/15/2013,4.7,0,0,,19.4,6.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/16/2013,5.9,0,0,,27.8,11.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/17/2013,5.2,0,0,,21.1,12.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/18/2013,4.6,0,0,,19.4,10.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/19/2013,3.6,4.3,0,,17.2,10,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/20/2013,2.9,1,0,,27.8,13.3,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/21/2013,4.3,0.3,0,,18.9,11.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/22/2013,3.6,1.3,0,,15.6,10.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/23/2013,4.6,1.3,0,,25,11.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/24/2013,4.4,14.5,0,,21.1,10.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/25/2013,6.3,8.6,0,,12.2,5.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/26/2013,7.1,1.3,0,,15.6,5,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/27/2013,4.4,0,0,,22.8,8.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/28/2013,3,0,0,,17.8,10.6,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/29/2013,2.9,21.3,0,,21.1,13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/30/2013,4.8,0,0,,31.1,18.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,5/31/2013,4.9,0,0,,34.4,22.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/1/2013,6,0,0,,33.3,21.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/2/2013,7,0,0,,31.1,20,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/3/2013,4.5,18,0,,25,16.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/4/2013,5.4,0,0,,22.8,12.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/5/2013,3.9,0,0,,22.2,13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/6/2013,4.1,0.5,0,,20.6,13.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/7/2013,5.4,78,0,,14.4,12.8,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/8/2013,5.4,13.7,0,,26.1,12.8,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/9/2013,4,0,0,,26.7,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/10/2013,3.7,22.4,0,,20.6,14.4,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/11/2013,4.1,35.1,0,,17.8,13.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/12/2013,5.2,1.8,0,,21.7,13.3,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/13/2013,3.9,18.3,0,,19.4,11.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/14/2013,5,25.9,0,,23.3,11.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/15/2013,4.7,0,0,,26.7,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/16/2013,4.7,0,0,,25,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/17/2013,5,10.9,0,,30.6,17.2,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/18/2013,3.1,16,0,,21.7,15,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/19/2013,4.5,0,0,,21.7,14.4,,,,,,,1,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/20/2013,4.1,0,0,,25,14.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/21/2013,3.7,0,0,,28.9,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/22/2013,5.5,0,0,,29.4,18.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/23/2013,5.9,0,0,,32.8,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/24/2013,5.1,8.4,0,,35,21.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/25/2013,5.3,0,0,,33.3,20.6,,,1,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/26/2013,3.1,1,0,,28.9,17.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/27/2013,3.2,0.8,0,,18.9,16.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/28/2013,6,11.4,0,,27.2,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/29/2013,5.5,1.8,0,,28.3,21.1,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,6/30/2013,4.6,2.8,0,,28.9,20.6,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/1/2013,4,0.8,0,,29.4,21.7,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/2/2013,3.8,0,0,,27.8,16.1,1,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/3/2013,5.5,0,0,,32.8,16.7,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/4/2013,5.4,0,0,,34.4,23.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/5/2013,5.6,0,0,,35,26.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/6/2013,5.1,0,0,,33.9,26.1,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/7/2013,3.4,0,0,,33.9,23.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/8/2013,4,0.3,0,,29.4,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/9/2013,2.6,0,0,,22.2,18.3,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/10/2013,4.5,0.3,0,,30,19.4,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/11/2013,3.6,4.3,0,,27.8,22.8,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/12/2013,5.7,0,0,,23.3,18.9,,,,,,,,,,,,,,
USW00014739,"BOSTON, MA US",42.3606,-71.0097,3.7,7/13/2013,2.9,0,0,,22.2,18.9,,,,,,,,,,,,,,
