Company Na,Address,City,State,ZIP Code,Longitude,Latitude,Type,Snap,Type_size,Underwater_36in,Underwater_7.5ft
Brothers Market,776 Dudley St,Dorchester,MA,2125,-71.06569,42.317497,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Brothers Market,517 Warren St,Dorchester,MA,2121,-71.08372,42.313587,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Egleston's Market II,3145 Washington St,Jamaica Plain,MA,2130,-71.100291,42.314056,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Beni's Restaurant,145 Meridian St,Boston,MA,2128,-71.039004,42.373813,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Quality Meat Market,13 Corinth St,Roslindale,MA,2131,-71.130192,42.286378,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
It's Not Bertha's Quality Food,718 Shawmut Ave,Roxbury,MA,2119,-71.083012,42.333006,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Sanchez Market,156 Bunker Hill St,Charlestown,MA,2129,-71.060896,42.378268,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Csn Stores LLC,4 Copley Pl # 700,Boston,MA,2116,-71.07924,42.347223,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Popcorn Plaza,225 Franklin St # 26383a,Boston,MA,2110,-71.054072,42.356184,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Daily Table,450 Washington St,Dorchester,MA,2124,-71.071856,42.29587,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Eliana Market,1909 Columbus Ave # 1,Roxbury,MA,2119,-71.098501,42.31708,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Fair Foods Inc,95 Freeport St,Dorchester,MA,2122,-71.057572,42.305215,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
De Leon Market,3145 Washington St,Jamaica Plain,MA,2130,-71.100291,42.314056,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Lynchs Convenience & Deli,1 Shandon Rd,Dorchester Ctr,MA,2124,-71.091065,42.295518,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Home Market,165 Belgrade Ave,Roslindale,MA,2131,-71.137526,42.286303,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Maverick Market,205 Maverick St,Boston,MA,2128,-71.036066,42.368833,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Alvaro Market,51 Cottage St,Boston,MA,2128,-71.035677,42.367108,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rosely Groceries,120 Washington St,Dorchester,MA,2121,-71.080161,42.30516,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
R & R Food Market,4355 Washington St,Roslindale,MA,2131,-71.132102,42.282994,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
International Grocery Store,3999 Washington St,Roslindale,MA,2131,-71.121653,42.292789,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Commonwealth Market Inc,1090 Commonwealth Ave,Boston,MA,2215,-71.12401,42.35196,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Freddy's Market,302 Centre St # A,Jamaica Plain,MA,2130,-71.103255,42.322729,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Dollar Hut,390 Centre St,Jamaica Plain,MA,2130,-71.10969,42.321647,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
E V A Plus Food Corp,321 Meridian St # 3,Boston,MA,2128,-71.038991,42.377768,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
TJS Convenience,80 Welles Ave,Dorchester Ctr,MA,2124,-71.066803,42.289279,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Viet Ho Mkt Co,15 Beach St,Boston,MA,2111,-71.062173,42.351417,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
South End Open Market,500 540 & 450 Harrison Ave,Boston,MA,2118,-71.070838,42.340851,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Carmella's Market,86 Cottage St,Boston,MA,2128,-71.035296,42.367892,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Teresa Market Inc,571 Washington St,Brighton,MA,2135,-71.164805,42.350221,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Shaw's Supermarket,1377 Hyde Park Ave # 4,Hyde Park,MA,2136,-71.12606,42.251947,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Shaw's Supermarket,246 Border St,East Boston,MA,2128,-71.040083,42.376514,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Shaw's Supermarket,33 Kilmarnock St,Boston,MA,2215,-71.100188,42.344209,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
A & R Food,5 Post Office Sq,Boston,MA,2109,-71.057088,42.357173,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Happy Super-Market,868 Blue Hill Ave,Dorchester Ctr,MA,2124,-71.08767,42.295215,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Boston Food Enterprise Ctr,32 Linwood St,Roxbury,MA,2119,-71.084615,42.325438,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Casali Market,775 Adams St,Dorchester Ctr,MA,2124,-71.055852,42.283498,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Colleen Bawn Fine Foods,1 Faneuil Hall Sq,Boston,MA,2109,-71.055744,42.360041,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Goon Shee Assoc Inc,10 Oxford Pl,Boston,MA,2111,-71.060771,42.351713,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
El Consumo Market,60 Maverick St,Boston,MA,2128,-71.040954,42.371196,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cousin's Market,8 Glenway St,Dorchester,MA,2121,-71.084654,42.301709,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Lilly Foods Inc,1365 Dorchester Ave # 1377,Dorchester,MA,2122,-71.055116,42.297795,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Wollaston's Market,369 Huntington Ave,Boston,MA,2115,-71.090304,42.340359,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Fairmont Food Mart,674 Truman Hwy,Hyde Park,MA,2136,-71.118217,42.252215,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Wollaston's West Village,460 Parker St,Boston,MA,2115,-71.092653,42.338235,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Goose Valley Natural Foods LLC,399 Boylston St # 3-300,Boston,MA,2116,-71.072255,42.351772,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Andrea Mini Market,2 Fairmount Ave,Hyde Park,MA,2136,-71.12089,42.255844,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Wrightcaribbean Market,202 Washington St,Dorchester,MA,2121,-71.078017,42.302776,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Market Johns,75 Linden St,Allston,MA,2134,-71.130302,42.352515,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Real Food,14 Medfield St # 3,Boston,MA,2215,-71.105266,42.345346,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Milanos Delicatessen,978 Saratoga St,East Boston,MA,2128,-71.007396,42.387029,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Ispanoamericana Market,153 Meridian St,East Boston,MA,2128,-71.039006,42.373929,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Baldwin Market,237 Bowdoin St,Dorchester,MA,2122,-71.067226,42.305987,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Sea Foods Logan B C Bar Legal,12 Harborside Dr,East Boston,MA,2128,-71.032514,42.377292,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
L Win Family Co @ Suffolk Univ,74 Suffolk Street,Boston,MA,2108,-71.062564,42.357979,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Edianis Market,331 Centre St,Jamaica Plain,MA,2130,-71.104997,42.322868,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Blanco Market II Inc,67 Woodrow Ave,Dorchester Ctr,MA,2124,-71.080968,42.287995,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rossi Market,430 Geneva Ave,Dorchester,MA,2122,-71.06637,42.300594,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Linden's Superette,101 Brighton Ave,Allston,MA,2134,-71.130607,42.35308,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Food Pak Express,155 Southampton St,Roxbury,MA,2118,-71.06739,42.331174,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Maria Market,1760 Dorchester Ave,Dorchester Ctr,MA,2124,-71.062966,42.289883,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Piensa African Market,373 Blue Hill Ave,Dorchester,MA,2121,-71.080934,42.311727,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
American International Food,577 Cummins Hwy,Hyde Park,MA,2136,-71.108168,42.273118,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Li'l Peach,783 Centre St,Jamaica Plain,MA,2130,-71.11577,42.309686,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Dimenstional Food Corp,8 Faneuil Hall Sq,Boston,MA,2109,-71.055237,42.359135,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Vinni's Mini Market,3 Gladstone St,Boston,MA,2128,-70.999524,42.389113,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Navarrete Foods Inc,50 Terminal St,Charlestown,MA,2129,-71.060047,42.382711,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Sonia Corp,140 North Beacon St,Brighton,MA,2135,-71.146018,42.354734,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
MARS Farmers Market,926 Cummins Hwy,Mattapan,MA,2126,-71.094892,42.268094,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
J Pace & Sons Inc,42 Cross St,Boston,MA,2113,-71.056787,42.363157,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rosis Market,226 Sumner St,Boston,MA,2128,-71.03902,42.368599,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Claudios Market,425 Bowdoin St,Dorchester,MA,2122,-71.062281,42.310453,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Lord Jeff's Beef Place,129 Newmarket Sq,Boston,MA,2118,-71.066883,42.33052,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Ahold USA,2 International Pl,Boston,MA,2110,-71.054279,42.356372,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
C Mart 2 Supermarket,109 Lincoln St,Boston,MA,2111,-71.058504,42.351628,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Adam Market,116 Blackstone St,Boston,MA,2109,-71.055237,42.359135,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Diaz Market,446 Hyde Park Ave,Roslindale,MA,2131,-71.118645,42.285191,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Super 88,1 Bryson Ave,Allston,MA,2134,-71.13624,42.348929,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
LA Borinquina,534 Dudley St,Roxbury,MA,2119,-71.072252,42.32203,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Brimo Mini Market,186 Heath St,Jamaica Plain,MA,2130,-71.10518,42.326045,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Family Supermarket,205 Humboldt Ave,Dorchester,MA,2121,-71.089932,42.312901,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
El Regreso Market,322 Blue Hill Ave,Dorchester,MA,2121,-71.07939,42.313276,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Bella's Market,73 Maverick Sq,Boston,MA,2128,-71.038558,42.369842,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Camilo Market Inc,280 Centre St,Jamaica Plain,MA,2130,-71.101602,42.322646,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Centre Street Farmers Markets,35 Parley Ave,Jamaica Plain,MA,2130,-71.111628,42.314335,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Angel's Market,503 Washington St,Dorchester Ctr,MA,2124,-71.071994,42.294082,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
O'Sullivan Patrick,338 Washington St,Brighton,MA,2135,-71.15253,42.34891,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Portillo Food Market,44 Brooks St,East Boston,MA,2128,-71.032676,42.376055,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
ABC Foods,18 Newmarket Sq,Boston,MA,2118,-71.064803,42.32975,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Fields Corner Supermarket,55 Brook Ave # 1,Roxbury,MA,2119,-71.074217,42.320892,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Albina's Ent,15 Desmond Rd,Mattapan,MA,2126,-71.079699,42.270785,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Elcoli Market,230 Columbia Rd,Dorchester,MA,2121,-71.076287,42.307585,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Billy's Market,31 Phillips St,Boston,MA,2114,-71.065706,42.361233,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Five Seventy Market,570 Tremont St,Boston,MA,2118,-71.072323,42.343534,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Estrella Grocery,342 Blue Hill Ave,Dorchester,MA,2121,-71.08003,42.312695,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Atlantic To Hudson Inc,18 Hudson St,Boston,MA,2111,-71.059956,42.350508,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
A & C Food Market,67 Woodrow Ave,Dorchester Ctr,MA,2124,-71.080968,42.287995,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Happy Family Food Market,11 Hudson St # A,Boston,MA,2111,-71.060232,42.350857,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Alberto Market,1112 Blue Hill Ave,Dorchester Ctr,MA,2124,-71.090385,42.286285,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Punjab Foods Inc,3706 Washington St,Jamaica Plain,MA,2130,-71.112971,42.30036,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Elsol Food Market,353 Chelsea St,East Boston,MA,2128,-71.028734,42.378276,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cheng Kwong Seafood Market,73 Essex St # 79,Boston,MA,2111,-71.060445,42.352333,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
"Duey, Chong",10 Oxford Pl,Boston,MA,2111,-71.060771,42.351713,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Luzelena Market,305 Dudley St,Roxbury,MA,2119,-71.077544,42.327742,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
T & D Market,4545 Washington St,Roslindale,MA,2131,-71.137185,42.278206,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Four Brothers Market,3997 Washington St,Roslindale,MA,2131,-71.121447,42.292804,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Save A Dog Inc,333 Martin Luther King Blvd,Roxbury,MA,2119,-71.084615,42.325438,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Urena Market,481 Geneva Ave,Dorchester,MA,2122,-71.064786,42.299334,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Meat & Fish Market,88 Blackstone St,Boston,MA,2109,-71.056393,42.361435,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Field Market,1178 Blue Hill Ave,Mattapan,MA,2126,-71.09121,42.284027,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Lacarivena Market,181 Washington St,Dorchester,MA,2121,-71.078647,42.30344,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Georgebell's Market,246 Dorchester St,South Boston,MA,2127,-71.051343,42.332544,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Market Street Group,1 Boston Pl,Boston,MA,2108,-71.058374,42.358517,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,4 River St,Mattapan,MA,2126,-71.069702,42.271929,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,1377 Hyde Park Ave # 2,Hyde Park,MA,2136,-71.125415,42.251827,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,45 William T Morrissey Bl # 1,Dorchester,MA,2125,-71.050738,42.318521,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,370 Western Ave # 1,Brighton,MA,2135,-71.138051,42.362807,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,53 Huntington Ave,Boston,MA,2199,-71.079467,42.347813,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,33 Kilmarnock St,Boston,MA,2215,-71.100188,42.344209,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,1065 Commonwealth Ave # 2,Boston,MA,2215,-71.12333,42.352681,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,75 Spring St,West Roxbury,MA,2132,-71.163296,42.278714,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Star Market,90 River St,Mattapan,MA,2126,-71.074451,42.270814,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Lluvia Market,1985 Columbus Ave,Roxbury,MA,2119,-71.097815,42.314838,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Local Spoonfuls,18 Upcrest Rd,Brighton,MA,2135,-71.164152,42.352923,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Friendly Grocery,42 Maverick St,Boston,MA,2128,-71.04155,42.371321,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Meridian Food Market,121 Meridian St,Boston,MA,2128,-71.038774,42.373244,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Yessenia's Market,3348 Washington St,Jamaica Plain,MA,2130,-71.104512,42.309271,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
J Pace & Son Inc,75 Blossom Ct # 1,Boston,MA,2114,-71.066809,42.36491,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Angels Market,8a Glenway St,Dorchester,MA,2121,-71.084832,42.309173,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Cummins Market,290 Cummins Hwy,Roslindale,MA,2131,-71.117995,42.279701,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Kriola,10 Hancock St,Dorchester,MA,2125,-71.06603,42.315429,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Amara Food Corp,164 Brighton Ave,Allston,MA,2134,-71.132896,42.352964,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Confama,99 Chelsea St,East Boston,MA,2128,-71.035664,42.372281,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Chung Wah Hong Co,55 Beach St,Boston,MA,2111,-71.060584,42.351339,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Tesorito Market,465 Meridian St,East Boston,MA,2128,-71.039054,42.382499,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Just A Bunch,483 Huntington Ave,Hyde Park,MA,2136,-71.114195,42.261817,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Knapp Foods Inc,415 Centre St,Jamaica Plain,MA,2130,-71.11068,42.320833,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Walking City Foods Inc,133 Clarendon St,Boston,MA,2117,-71.074001,42.34903,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
LA Esquina Supermarket,184 Bremen St,Boston,MA,2128,-71.034307,42.373091,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Kim's Market,305 W Broadway,Boston,MA,2127,-71.050637,42.338619,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Ace Store,110 Stuart St,Boston,MA,2116,-71.065166,42.351007,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Lil Caffe Italy LLC,178 Salem St,Boston,MA,2113,-71.054783,42.366517,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Deluca's Back Bay Market,239 Newbury St,Boston,MA,2116,-71.081873,42.349781,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Andrade Market,93 Burrell St,Roxbury,MA,2119,-71.068204,42.323633,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Food Enterprises,,Dorchester,MA,2125,-71.061053,42.316756,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
American Food Management,161 Berkeley St,Boston,MA,2116,-71.071886,42.349414,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Tony's Market,51 Richwood St,West Roxbury,MA,2132,-71.159383,42.286586,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Villa Victoria Market,65 West Newton St,Boston,MA,2118,-71.074864,42.340327,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Condor Market Inc,655 Saratoga St,Boston,MA,2128,-71.020796,42.382249,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Acougue Sabor Brazil,233 London St,East Boston,MA,2128,-71.035775,42.37589,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Blue Ocean Grocery,305 W Broadway,South Boston,MA,2127,-71.050637,42.338619,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Mattapan Food & Fitns Cltn,1613 Blue Hill Ave # 307,Mattapan,MA,2126,-71.094208,42.268994,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Fields Corner Corner Super Mkt,1490 Dorchester Ave,Dorchester,MA,2122,-71.060222,42.299836,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Two Guys Foods Inc,434 Massachusetts Ave,Boston,MA,2118,-71.081798,42.340745,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Premium Fun Foods,142 Cambridge St,Charlestown,MA,2129,-71.080621,42.381948,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Mirim Oriental Groceries,152 Harvard Ave,Allston,MA,2134,-71.131611,42.351628,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Newlyweds Foods Co,750 Dorchester Ave,Dorchester,MA,2125,-71.056645,42.324542,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Westland Market,56 Westland Ave,Boston,MA,2115,-71.088633,42.34349,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Academy Market Inc,1588 Columbus Ave,Roxbury,MA,2119,-71.098311,42.322182,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Going Bananas,64 Salem St # 1,Boston,MA,2113,-71.056117,42.363392,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Ramis Food Products Inc,426 Belgrade Ave,West Roxbury,MA,2132,-71.149625,42.28593,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Crt Food & Beverage,907 Boylston St,Boston,MA,2115,-71.084316,42.348459,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Shawmut Grocery Store,614 Shawmut Ave,Boston,MA,2118,-71.080469,42.335454,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Rosauers Supermarkets Inc,120 Water St,Boston,MA,2109,-71.054665,42.358298,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Kosmos Market,683 Tremont St # 2,Boston,MA,2118,-71.076623,42.341556,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Roche Bros,1800 Centre St,West Roxbury,MA,2132,-71.152712,42.287378,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Roche Bros,8 Summer St # 1,Boston,MA,2110,-71.060278,42.355353,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Seven 86 Market Inc,249 Blue Hill Ave,Roxbury,MA,2119,-71.078308,42.315759,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Sugar Apple,4 Browning Ave # 1,Dorchester,MA,2124,-71.080542,42.294219,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Arrows Market,1112 Blue Hill Ave,Dorchester,MA,2124,-71.090385,42.286285,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
A & C,67 Woodrow Ave,Dorchester Ctr,MA,2124,-71.080968,42.287995,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Todesca's Market,4441 Washington St # A,Roslindale,MA,2131,-71.13479,42.280294,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Almany's Market,1053-1055 Tremont Street,Roxbury,MA,2120,-71.094875,42.334948,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
J P Convenience Store,36 Gay Head St,Jamaica Plain,MA,2130,-71.104926,42.325036,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Portillo's Food Market,60 Maverick St,Boston,MA,2128,-71.040954,42.371196,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Beyenes Food Basket,1 Congress St,Boston,MA,2114,-71.05849,42.36277,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Hannaford Bros Co,20 Park Plz # 833,Boston,MA,2116,-71.069093,42.351412,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Hi Lo Foods,415 Centre St,Jamaica Plain,MA,2130,-71.11068,42.320833,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Village Market,30 Corinth St,Roslindale,MA,2131,-71.129509,42.286186,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
American Food Basket,500 Geneva Ave,Dorchester,MA,2122,-71.062962,42.298782,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Roxbury Wholesale Grocery Inc,25 Chesterton St,Roxbury,MA,2119,-71.071245,42.329885,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Leo Grocery Store Corp,573 Talbot Ave,Dorchester Ctr,MA,2124,-71.064536,42.285797,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Ace's Food Mart,50 John Eliot Sq,Roxbury,MA,2119,-71.091573,42.329847,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Hancock Street Market & Multi,95 Hancock St,Dorchester,MA,2125,-71.064392,42.312484,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Alpha Trio Mfg Corp,280 Lincoln St,Allston,MA,2134,-71.134073,42.357328,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Foodie,230 W Broadway,Boston,MA,2127,-71.051875,42.339831,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Smart Eat Foods Inc,899 Beacon St # 2,Boston,MA,2215,-71.105162,42.346206,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Soodies South Boston LLC,230 W Broadway,Boston,MA,2127,-71.051875,42.339831,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Henry's Market,892 South St,Roslindale,MA,2131,-71.134735,42.28839,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
Royal African Caribbean Sprmkt,1281 River St,Hyde Park,MA,2136,-71.124568,42.255805,Supermarkets/Other Grocery (Exc Convenience) Strs,No,8,,
